"voxel" "x" "y" "z" "ROI" "pvalue" "discoveries"
"2408" 2408 44 24 5 7 0.1342847 0
"2409" 2409 45 24 5 7 0.001777755 1
"2410" 2410 46 24 5 7 0.001205602 1
"2411" 2411 47 24 5 7 0.5491948 0
"2412" 2412 17 25 5 18 0.0004167952 1
"2413" 2413 18 25 5 18 1.256293e-06 1
"2414" 2414 19 25 5 18 3.22522e-05 1
"2415" 2415 20 25 5 18 0.04703069 0
"2416" 2416 21 25 5 13 0.05056746 0
"2417" 2417 22 25 5 13 0.1062955 0
"2418" 2418 23 25 5 13 0.4339506 0
"2419" 2419 43 25 5 7 0.01273711 0
"2420" 2420 44 25 5 7 0.1077741 0
"2421" 2421 45 25 5 7 0.1531234 0
"2422" 2422 46 25 5 7 0.007971227 0
"2423" 2423 47 25 5 7 0.4511192 0
"2424" 2424 17 26 5 18 0.00269769 1
"2425" 2425 18 26 5 18 0.0002298714 1
"2426" 2426 19 26 5 18 0.2201042 0
"2427" 2427 20 26 5 18 0.8992359 0
"2428" 2428 43 26 5 7 0.1448345 0
"2429" 2429 44 26 5 7 0.7861053 0
"2430" 2430 45 26 5 7 0.2679262 0
"2431" 2431 46 26 5 7 0.810724 0
"2432" 2432 47 26 5 7 0.5409988 0
"2433" 2433 48 26 5 7 0.1532556 0
"2434" 2434 16 27 5 18 0.8489848 0
"2435" 2435 17 27 5 18 0.133871 0
"2436" 2436 18 27 5 18 0.004679172 1
"2437" 2437 19 27 5 18 0.02900989 0
"2438" 2438 20 27 5 18 0.2948405 0
"2439" 2439 43 27 5 7 0.4780532 0
"2440" 2440 44 27 5 7 0.3757072 0
"2441" 2441 45 27 5 7 0.1371438 0
"2442" 2442 46 27 5 7 0.3584185 0
"2443" 2443 47 27 5 7 0.02239169 0
"2444" 2444 48 27 5 7 0.5453817 0
"2445" 2445 49 27 5 7 0.01088173 0
"2446" 2446 16 28 5 18 0.05545578 0
"2447" 2447 17 28 5 18 0.8818244 0
"2448" 2448 18 28 5 18 0.5017639 0
"2449" 2449 19 28 5 18 0.8516452 0
"2450" 2450 20 28 5 18 0.9434684 0
"2451" 2451 43 28 5 7 0.2047345 0
"2452" 2452 44 28 5 7 0.52797 0
"2453" 2453 45 28 5 7 0.07022954 0
"2454" 2454 46 28 5 7 0.002690375 1
"2455" 2455 47 28 5 7 0.05325382 0
"2456" 2456 48 28 5 7 0.7095684 0
"2457" 2457 49 28 5 7 0.06721201 0
"2458" 2458 16 29 5 18 0.9790708 0
"2459" 2459 17 29 5 18 0.04643356 0
"2460" 2460 18 29 5 18 0.2619229 0
"2461" 2461 19 29 5 18 0.008239487 0
"2462" 2462 20 29 5 18 0.1707041 0
"2463" 2463 43 29 5 7 0.4997759 0
"2464" 2464 44 29 5 7 0.8014161 0
"2465" 2465 45 29 5 7 0.0188544 0
"2466" 2466 46 29 5 7 0.0009810669 1
"2467" 2467 47 29 5 7 0.002097651 1
"2468" 2468 48 29 5 7 0.1352157 0
"2469" 2469 49 29 5 7 0.002054919 1
"2470" 2470 15 30 5 18 0.00279485 1
"2471" 2471 16 30 5 18 0.01128883 0
"2472" 2472 17 30 5 18 0.6187272 0
"2473" 2473 18 30 5 18 0.00726194 0
"2474" 2474 19 30 5 18 0.004133499 1
"2475" 2475 20 30 5 18 0.002991859 1
"2476" 2476 43 30 5 7 0.9751212 0
"2477" 2477 44 30 5 7 0.07520746 0
"2478" 2478 45 30 5 7 0.07601352 0
"2479" 2479 46 30 5 7 0.2091668 0
"2480" 2480 47 30 5 7 0.02108208 0
"2481" 2481 48 30 5 7 0.0003506341 1
"2482" 2482 49 30 5 7 0.9974043 0
"2483" 2483 15 31 5 18 0.3539575 0
"2484" 2484 16 31 5 18 0.5455088 0
"2485" 2485 17 31 5 18 0.2494603 0
"2486" 2486 18 31 5 18 0.3434609 0
"2487" 2487 19 31 5 18 0.3612355 0
"2488" 2488 20 31 5 18 0.2071025 0
"2489" 2489 43 31 5 7 0.5169249 0
"2490" 2490 44 31 5 7 0.5248372 0
"2491" 2491 45 31 5 7 0.02556528 0
"2492" 2492 46 31 5 7 0.0001171135 1
"2493" 2493 47 31 5 7 1.29361e-05 1
"2494" 2494 48 31 5 7 0.0004278388 1
"2495" 2495 49 31 5 7 0.01568151 0
"2496" 2496 15 32 5 18 0.5984494 0
"2497" 2497 16 32 5 18 0.8326796 0
"2498" 2498 17 32 5 18 0.05470851 0
"2499" 2499 44 32 5 7 0.01882424 0
"2500" 2500 45 32 5 7 0.004455317 1
"2501" 2501 46 32 5 7 1.074299e-05 1
"2502" 2502 47 32 5 7 3.334584e-07 1
"2503" 2503 48 32 5 7 1.756701e-07 1
"2504" 2504 49 32 5 7 0.01374412 0
"2505" 2505 14 33 5 18 0.1256499 0
"2506" 2506 15 33 5 18 0.0811389 0
"2507" 2507 16 33 5 18 0.7121082 0
"2508" 2508 17 33 5 18 0.5129527 0
"2509" 2509 45 33 5 7 0.2310842 0
"2510" 2510 46 33 5 7 0.2779814 0
"2511" 2511 47 33 5 7 0.1738189 0
"2512" 2512 48 33 5 7 0.2904484 0
"2513" 2513 44 42 5 11 0.2163513 0
"2514" 2514 45 42 5 11 0.5970665 0
"2515" 2515 46 42 5 11 0.08504814 0
"2516" 2516 47 42 5 11 0.5659249 0
"2517" 2517 48 42 5 11 0.01392692 0
"2518" 2518 49 42 5 11 0.2494178 0
"2519" 2519 50 42 5 11 0.9839009 0
"2520" 2520 51 42 5 11 0.3842353 0
"2521" 2521 44 43 5 11 0.2308807 0
"2522" 2522 45 43 5 11 0.8409666 0
"2523" 2523 46 43 5 11 0.1282943 0
"2524" 2524 47 43 5 11 0.2941449 0
"2525" 2525 48 43 5 11 0.2347193 0
"2526" 2526 49 43 5 11 0.5206314 0
"2527" 2527 50 43 5 11 0.009947653 0
"2528" 2528 51 43 5 11 0.0006316195 1
"2529" 2529 14 44 5 22 0.04540563 0
"2530" 2530 15 44 5 22 0.1005357 0
"2531" 2531 16 44 5 22 0.2885577 0
"2532" 2532 17 44 5 22 0.04834202 0
"2533" 2533 18 44 5 22 0.254575 0
"2534" 2534 19 44 5 22 0.3882965 0
"2535" 2535 20 44 5 22 0.001199789 0
"2536" 2536 21 44 5 22 0.9739487 0
"2537" 2537 43 44 5 11 0.1989013 0
"2538" 2538 44 44 5 11 0.6948071 0
"2539" 2539 45 44 5 11 0.001960311 1
"2540" 2540 46 44 5 11 0.9707805 0
"2541" 2541 47 44 5 11 0.2774365 0
"2542" 2542 48 44 5 11 0.002224794 1
"2543" 2543 49 44 5 11 0.917673 0
"2544" 2544 50 44 5 11 0.09036812 0
"2545" 2545 51 44 5 11 0.0001416157 1
"2546" 2546 14 45 5 22 0.05201216 0
"2547" 2547 15 45 5 22 0.2152422 0
"2548" 2548 16 45 5 22 0.9692905 0
"2549" 2549 17 45 5 22 0.5689939 0
"2550" 2550 18 45 5 22 0.2151914 0
"2551" 2551 19 45 5 22 0.5968526 0
"2552" 2552 20 45 5 22 0.2766277 0
"2553" 2553 21 45 5 22 0.983114 0
"2554" 2554 43 45 5 11 0.02416563 0
"2555" 2555 44 45 5 11 0.2554465 0
"2556" 2556 45 45 5 11 0.1849103 0
"2557" 2557 46 45 5 11 0.1328696 0
"2558" 2558 47 45 5 11 0.8229099 0
"2559" 2559 48 45 5 11 0.1047243 0
"2560" 2560 49 45 5 11 0.1570447 0
"2561" 2561 50 45 5 11 0.02837273 0
"2562" 2562 51 45 5 11 0.05824337 0
"2563" 2563 14 46 5 22 0.03799691 0
"2564" 2564 15 46 5 22 0.8837749 0
"2565" 2565 16 46 5 22 0.882153 0
"2566" 2566 17 46 5 22 0.7330722 0
"2567" 2567 18 46 5 22 0.5703542 0
"2568" 2568 19 46 5 22 0.7464202 0
"2569" 2569 20 46 5 22 0.5649836 0
"2570" 2570 21 46 5 22 0.4902077 0
"2571" 2571 43 46 5 11 0.7736278 0
"2572" 2572 44 46 5 11 0.00437566 1
"2573" 2573 45 46 5 11 0.7344043 0
"2574" 2574 46 46 5 11 0.09166838 0
"2575" 2575 47 46 5 11 0.08085554 0
"2576" 2576 48 46 5 11 0.8645322 0
"2577" 2577 49 46 5 11 0.8963892 0
"2578" 2578 50 46 5 11 0.2464905 0
"2579" 2579 51 46 5 11 0.7656451 0
"2580" 2580 14 47 5 22 0.4002803 0
"2581" 2581 15 47 5 22 0.6769649 0
"2582" 2582 16 47 5 22 0.2368235 0
"2583" 2583 17 47 5 22 0.1599585 0
"2584" 2584 18 47 5 22 0.5746773 0
"2585" 2585 19 47 5 22 0.7028554 0
"2586" 2586 20 47 5 22 0.3741698 0
"2587" 2587 43 47 5 11 0.1467419 0
"2588" 2588 44 47 5 11 0.01392922 0
"2589" 2589 45 47 5 11 0.4941508 0
"2590" 2590 46 47 5 11 0.5282212 0
"2591" 2591 47 47 5 11 0.4052461 0
"2592" 2592 48 47 5 11 0.2131656 0
"2593" 2593 49 47 5 11 0.6092117 0
"2594" 2594 50 47 5 11 0.6129666 0
"2595" 2595 51 47 5 11 0.2995272 0
"2596" 2596 14 48 5 22 0.4541115 0
"2597" 2597 15 48 5 22 0.9363464 0
"2598" 2598 16 48 5 22 0.1650363 0
"2599" 2599 17 48 5 22 0.2685982 0
"2600" 2600 18 48 5 22 0.09808528 0
"2601" 2601 19 48 5 22 0.09329107 0
"2602" 2602 20 48 5 22 0.06141434 0
"2603" 2603 43 48 5 11 0.3371265 0
"2604" 2604 44 48 5 11 0.193022 0
"2605" 2605 45 48 5 11 0.1277244 0
"2606" 2606 46 48 5 11 0.9876304 0
"2607" 2607 47 48 5 11 0.9669029 0
"2608" 2608 48 48 5 11 0.1206907 0
"2609" 2609 49 48 5 11 0.457815 0
"2610" 2610 50 48 5 11 0.4641943 0
"2611" 2611 51 48 5 11 0.6574601 0
"2612" 2612 15 49 5 22 0.8774022 0
"2613" 2613 16 49 5 22 0.4039713 0
"2614" 2614 17 49 5 22 0.2206992 0
"2615" 2615 18 49 5 22 0.2665183 0
"2616" 2616 19 49 5 17 0.1502367 0
"2617" 2617 43 49 5 11 0.1535252 0
"2618" 2618 44 49 5 11 0.9544515 0
"2619" 2619 45 49 5 11 0.8486372 0
"2620" 2620 46 49 5 11 0.08339667 0
"2621" 2621 47 49 5 11 0.003157895 1
"2622" 2622 48 49 5 11 0.7963466 0
"2623" 2623 49 49 5 11 0.5550896 0
"2624" 2624 50 49 5 11 0.4801291 0
"2625" 2625 51 49 5 11 0.2919468 0
"2626" 2626 16 50 5 22 0.4158911 0
"2627" 2627 17 50 5 22 0.3101768 0
"2628" 2628 18 50 5 17 0.5160956 0
"2629" 2629 19 50 5 17 0.5317182 0
"2630" 2630 20 50 5 17 0.0701982 0
"2631" 2631 21 50 5 17 0.2824336 0
"2632" 2632 22 50 5 17 0.3605284 0
"2633" 2633 43 50 5 11 0.2178467 0
"2634" 2634 44 50 5 11 0.001958519 1
"2635" 2635 45 50 5 11 0.1516189 0
"2636" 2636 46 50 5 11 0.514754 0
"2637" 2637 47 50 5 11 0.4645877 0
"2638" 2638 48 50 5 11 0.1140862 0
"2639" 2639 49 50 5 11 0.5967144 0
"2640" 2640 50 50 5 11 0.7895311 0
"2641" 2641 51 50 5 11 0.06147826 0
"2642" 2642 16 51 5 22 0.7788081 0
"2643" 2643 17 51 5 17 0.2264336 0
"2644" 2644 18 51 5 17 0.8676617 0
"2645" 2645 19 51 5 17 0.02262164 0
"2646" 2646 20 51 5 17 0.1935483 0
"2647" 2647 21 51 5 17 0.4944332 0
"2648" 2648 22 51 5 17 0.1712113 0
"2649" 2649 42 51 5 6 0.4590956 0
"2650" 2650 43 51 5 6 0.3802405 0
"2651" 2651 44 51 5 6 1.564208e-05 1
"2652" 2652 45 51 5 6 1.55015e-05 1
"2653" 2653 46 51 5 11 5.188617e-06 1
"2654" 2654 47 51 5 11 0.0001371639 1
"2655" 2655 48 51 5 11 0.01872536 0
"2656" 2656 49 51 5 11 0.08362971 0
"2657" 2657 50 51 5 11 0.5131912 0
"2658" 2658 16 52 5 17 0.5295531 0
"2659" 2659 17 52 5 17 0.2946722 0
"2660" 2660 18 52 5 17 0.02688006 0
"2661" 2661 19 52 5 17 0.005558892 0
"2662" 2662 20 52 5 17 0.0271134 0
"2663" 2663 21 52 5 17 0.5122949 0
"2664" 2664 22 52 5 17 0.8436781 0
"2665" 2665 23 52 5 17 0.4331605 0
"2666" 2666 35 52 5 1 0.05707418 0
"2667" 2667 36 52 5 1 0.03491826 0
"2668" 2668 37 52 5 1 0.0007055957 1
"2669" 2669 42 52 5 6 0.8670526 0
"2670" 2670 43 52 5 6 0.1404159 0
"2671" 2671 44 52 5 6 0.1917644 0
"2672" 2672 45 52 5 6 0.03902589 0
"2673" 2673 46 52 5 6 0.0002435789 1
"2674" 2674 47 52 5 6 0.0002426167 1
"2675" 2675 48 52 5 11 4.987822e-05 1
"2676" 2676 49 52 5 11 0.0004341743 1
"2677" 2677 16 53 5 17 0.3185108 0
"2678" 2678 17 53 5 17 0.3375168 0
"2679" 2679 18 53 5 17 0.1665817 0
"2680" 2680 19 53 5 17 0.4465082 0
"2681" 2681 20 53 5 17 0.0621897 0
"2682" 2682 21 53 5 17 0.008841644 0
"2683" 2683 22 53 5 17 0.636552 0
"2684" 2684 23 53 5 17 0.1266387 0
"2685" 2685 26 53 5 1 0.0994966 0
"2686" 2686 27 53 5 1 0.626892 0
"2687" 2687 28 53 5 1 0.474499 0
"2688" 2688 29 53 5 1 0.8652588 0
"2689" 2689 32 53 5 1 0.5940974 0
"2690" 2690 33 53 5 1 0.1296313 0
"2691" 2691 34 53 5 1 0.428861 0
"2692" 2692 35 53 5 1 0.0956923 0
"2693" 2693 36 53 5 1 0.7576619 0
"2694" 2694 37 53 5 1 0.2144187 0
"2695" 2695 38 53 5 1 0.3029886 0
"2696" 2696 41 53 5 6 0.7826723 0
"2697" 2697 42 53 5 6 0.5231058 0
"2698" 2698 43 53 5 6 0.3664871 0
"2699" 2699 44 53 5 6 0.7051747 0
"2700" 2700 45 53 5 6 0.4549053 0
"2701" 2701 46 53 5 6 0.4892196 0
"2702" 2702 47 53 5 6 0.7067543 0
"2703" 2703 48 53 5 6 0.8165155 0
"2704" 2704 49 53 5 6 0.9164795 0
"2705" 2705 17 54 5 17 0.3090459 0
"2706" 2706 18 54 5 17 0.1348914 0
"2707" 2707 19 54 5 17 0.07315534 0
"2708" 2708 20 54 5 17 0.7705482 0
"2709" 2709 21 54 5 17 0.8174012 0
"2710" 2710 22 54 5 17 0.4047523 0
"2711" 2711 23 54 5 17 0.4548898 0
"2712" 2712 26 54 5 1 0.01431789 0
"2713" 2713 27 54 5 1 0.2819388 0
"2714" 2714 28 54 5 1 0.01773668 0
"2715" 2715 29 54 5 1 0.05655485 0
"2716" 2716 30 54 5 1 0.3262917 0
"2717" 2717 31 54 5 1 0.7091631 0
"2718" 2718 32 54 5 1 0.6844308 0
"2719" 2719 33 54 5 1 0.02397393 0
"2720" 2720 34 54 5 1 5.64729e-05 1
"2721" 2721 35 54 5 1 0.001641982 1
"2722" 2722 36 54 5 1 0.2970314 0
"2723" 2723 37 54 5 1 0.5443977 0
"2724" 2724 38 54 5 1 0.001509118 1
"2725" 2725 41 54 5 6 0.2607352 0
"2726" 2726 42 54 5 6 0.5197333 0
"2727" 2727 43 54 5 6 0.2895306 0
"2728" 2728 44 54 5 6 0.5042658 0
"2729" 2729 45 54 5 6 0.9457293 0
"2730" 2730 46 54 5 6 0.9517374 0
"2731" 2731 47 54 5 6 0.5448439 0
"2732" 2732 48 54 5 6 0.7285612 0
"2733" 2733 49 54 5 6 0.1057796 0
"2734" 2734 18 55 5 17 0.4860589 0
"2735" 2735 19 55 5 17 0.448396 0
"2736" 2736 20 55 5 17 0.8580611 0
"2737" 2737 21 55 5 17 0.7242597 0
"2738" 2738 22 55 5 17 0.9459746 0
"2739" 2739 23 55 5 17 0.05160417 0
"2740" 2740 24 55 5 17 0.860536 0
"2741" 2741 26 55 5 1 0.001274896 1
"2742" 2742 27 55 5 1 0.2004928 0
"2743" 2743 28 55 5 1 0.01105689 0
"2744" 2744 29 55 5 1 4.382683e-05 1
"2745" 2745 30 55 5 1 0.05358983 0
"2746" 2746 31 55 5 1 0.03208651 0
"2747" 2747 32 55 5 1 0.03599989 0
"2748" 2748 33 55 5 1 1.545169e-05 1
"2749" 2749 34 55 5 1 2.235227e-05 1
"2750" 2750 35 55 5 1 0.1968834 0
"2751" 2751 36 55 5 1 0.8440185 0
"2752" 2752 37 55 5 1 0.3407503 0
"2753" 2753 38 55 5 1 0.002195118 1
"2754" 2754 41 55 5 6 0.8497857 0
"2755" 2755 42 55 5 6 0.4430464 0
"2756" 2756 43 55 5 6 0.3259557 0
"2757" 2757 44 55 5 6 0.1303404 0
"2758" 2758 45 55 5 6 0.4598194 0
"2759" 2759 46 55 5 6 0.3369025 0
"2760" 2760 47 55 5 6 0.1057818 0
"2761" 2761 48 55 5 6 0.3468702 0
"2762" 2762 18 56 5 17 0.5171556 0
"2763" 2763 19 56 5 17 0.1849048 0
"2764" 2764 20 56 5 17 0.4505611 0
"2765" 2765 21 56 5 17 0.8164389 0
"2766" 2766 22 56 5 17 0.05923243 0
"2767" 2767 23 56 5 17 0.9666727 0
"2768" 2768 24 56 5 17 0.876768 0
"2769" 2769 25 56 5 17 0.8029562 0
"2770" 2770 27 56 5 1 0.08010445 0
"2771" 2771 28 56 5 1 0.01883707 0
"2772" 2772 29 56 5 1 6.148376e-05 1
"2773" 2773 30 56 5 1 5.630353e-05 1
"2774" 2774 31 56 5 1 0.4320767 0
"2775" 2775 32 56 5 1 0.6856761 0
"2776" 2776 33 56 5 1 0.01398998 0
"2777" 2777 34 56 5 1 8.409313e-06 1
"2778" 2778 35 56 5 1 1.044225e-06 1
"2779" 2779 36 56 5 1 0.006304458 0
"2780" 2780 37 56 5 1 0.08996895 0
"2781" 2781 41 56 5 6 0.1233044 0
"2782" 2782 42 56 5 6 0.216436 0
"2783" 2783 43 56 5 6 0.5446147 0
"2784" 2784 44 56 5 6 0.01433226 0
"2785" 2785 45 56 5 6 0.8493169 0
"2786" 2786 46 56 5 6 0.5895277 0
"2787" 2787 47 56 5 6 0.7069193 0
"2788" 2788 19 57 5 17 0.5658062 0
"2789" 2789 20 57 5 17 0.1445712 0
"2790" 2790 21 57 5 17 0.9690143 0
"2791" 2791 22 57 5 17 0.5793473 0
"2792" 2792 23 57 5 17 0.02795949 0
"2793" 2793 24 57 5 17 0.9507402 0
"2794" 2794 25 57 5 17 0.6835097 0
"2795" 2795 26 57 5 17 0.06482535 0
"2796" 2796 28 57 5 1 0.9820664 0
"2797" 2797 29 57 5 1 0.0005734983 1
"2798" 2798 30 57 5 1 0.001695829 1
"2799" 2799 31 57 5 1 0.6445574 0
"2800" 2800 32 57 5 1 0.2450257 0
"2801" 2801 33 57 5 1 0.06390753 0
"2802" 2802 34 57 5 1 0.0004951059 1
"2803" 2803 35 57 5 1 0.000896629 1
"2804" 2804 36 57 5 1 0.998373 0
"2805" 2805 37 57 5 1 0.01120691 0
"2806" 2806 41 57 5 6 0.5733729 0
"2807" 2807 42 57 5 6 0.1493482 0
"2808" 2808 43 57 5 6 0.8113005 0
"2809" 2809 44 57 5 6 0.02498354 0
"2810" 2810 45 57 5 6 0.009281117 0
"2811" 2811 46 57 5 6 0.1530188 0
"2812" 2812 47 57 5 6 0.3867469 0
"2813" 2813 19 58 5 17 0.5012145 0
"2814" 2814 20 58 5 17 0.9689898 0
"2815" 2815 21 58 5 17 0.9641394 0
"2816" 2816 22 58 5 17 0.689868 0
"2817" 2817 23 58 5 17 0.2269357 0
"2818" 2818 24 58 5 17 0.6058936 0
"2819" 2819 25 58 5 17 0.6353336 0
"2820" 2820 26 58 5 17 0.007182073 0
"2821" 2821 29 58 5 1 0.01796272 0
"2822" 2822 30 58 5 1 0.0006525149 1
"2823" 2823 31 58 5 1 0.0503442 0
"2824" 2824 32 58 5 1 0.2055782 0
"2825" 2825 33 58 5 1 0.3513479 0
"2826" 2826 34 58 5 1 0.007358656 0
"2827" 2827 35 58 5 1 0.9675713 0
"2828" 2828 41 58 5 6 0.001666864 1
"2829" 2829 42 58 5 6 0.7178758 0
"2830" 2830 43 58 5 6 0.7480108 0
"2831" 2831 44 58 5 6 0.9016715 0
"2832" 2832 45 58 5 6 0.8029356 0
"2833" 2833 46 58 5 6 0.08279419 0
"2834" 2834 20 59 5 17 0.5529058 0
"2835" 2835 21 59 5 17 0.004185915 0
"2836" 2836 22 59 5 17 0.2393421 0
"2837" 2837 23 59 5 17 0.1284446 0
"2838" 2838 24 59 5 17 0.1925538 0
"2839" 2839 25 59 5 17 0.04455755 0
"2840" 2840 26 59 5 17 0.006919734 0
"2841" 2841 29 59 5 1 0.04800016 0
"2842" 2842 30 59 5 1 0.000113821 1
"2843" 2843 31 59 5 1 0.0001706063 1
"2844" 2844 32 59 5 1 0.02406372 0
"2845" 2845 33 59 5 1 0.149658 0
"2846" 2846 34 59 5 1 0.2452164 0
"2847" 2847 41 59 5 6 0.04015655 0
"2848" 2848 42 59 5 6 0.4043541 0
"2849" 2849 43 59 5 6 0.9439767 0
"2850" 2850 44 59 5 6 0.852883 0
"2851" 2851 45 59 5 6 0.872489 0
"2852" 2852 21 60 5 17 0.000290204 0
"2853" 2853 22 60 5 17 0.6267299 0
"2854" 2854 23 60 5 17 0.4213034 0
"2855" 2855 24 60 5 17 0.01555076 0
"2856" 2856 25 60 5 17 0.4179773 0
"2857" 2857 26 60 5 17 0.3117994 0
"2858" 2858 28 60 5 1 0.4514967 0
"2859" 2859 29 60 5 1 0.6087756 0
"2860" 2860 30 60 5 1 0.0001210038 1
"2861" 2861 31 60 5 1 0.003488065 1
"2862" 2862 32 60 5 1 0.6240219 0
"2863" 2863 33 60 5 1 0.0001510801 1
"2864" 2864 34 60 5 1 0.9193847 0
"2865" 2865 28 61 5 1 0.01564724 0
"2866" 2866 29 61 5 1 0.05420914 0
"2867" 2867 30 61 5 1 0.5063805 0
"2868" 2868 31 61 5 1 0.5771037 0
"2869" 2869 32 61 5 1 0.07053874 0
"2870" 2870 33 61 5 1 0.1154838 0
"2871" 2871 34 61 5 1 0.7893364 0
"2872" 2872 28 62 5 1 0.02728235 0
"2873" 2873 29 62 5 1 0.206552 0
"2874" 2874 30 62 5 1 0.2078486 0
"2875" 2875 34 62 5 1 0.8936602 0
"2876" 2876 39 14 6 2 0.2339129 0
"2877" 2877 24 15 6 13 0.7933094 0
"2878" 2878 25 15 6 13 0.0712856 0
"2879" 2879 38 15 6 2 0.004924132 0
"2880" 2880 39 15 6 2 0.0001634903 1
"2881" 2881 40 15 6 2 0.0009487322 1
"2882" 2882 23 16 6 13 0.3426813 0
"2883" 2883 24 16 6 13 0.4815344 0
"2884" 2884 25 16 6 13 0.5562499 0
"2885" 2885 26 16 6 13 0.3412112 0
"2886" 2886 38 16 6 2 0.7430439 0
"2887" 2887 39 16 6 2 0.1165114 0
"2888" 2888 40 16 6 2 0.1325839 0
"2889" 2889 41 16 6 2 0.566066 0
"2890" 2890 42 16 6 2 0.02029705 0
"2891" 2891 22 17 6 13 0.6125717 0
"2892" 2892 23 17 6 13 0.7169258 0
"2893" 2893 24 17 6 13 0.5653549 0
"2894" 2894 25 17 6 13 0.9770991 0
"2895" 2895 26 17 6 13 0.480602 0
"2896" 2896 38 17 6 2 0.4410144 0
"2897" 2897 39 17 6 2 0.06183582 0
"2898" 2898 40 17 6 2 0.3111178 0
"2899" 2899 41 17 6 2 0.05730103 0
"2900" 2900 42 17 6 2 0.03942079 0
"2901" 2901 43 17 6 2 0.3447572 0
"2902" 2902 21 18 6 13 0.9897819 0
"2903" 2903 22 18 6 13 0.5916748 0
"2904" 2904 23 18 6 13 0.9300063 0
"2905" 2905 24 18 6 13 0.544718 0
"2906" 2906 25 18 6 13 0.9975112 0
"2907" 2907 26 18 6 13 0.04166301 0
"2908" 2908 38 18 6 2 0.8201948 0
"2909" 2909 39 18 6 2 0.3395189 0
"2910" 2910 40 18 6 2 0.9781124 0
"2911" 2911 41 18 6 2 0.009251167 0
"2912" 2912 42 18 6 2 0.08232204 0
"2913" 2913 43 18 6 2 0.7912978 0
"2914" 2914 44 18 6 2 0.1439406 0
"2915" 2915 21 19 6 13 0.8303276 0
"2916" 2916 22 19 6 13 0.346866 0
"2917" 2917 23 19 6 13 0.2015781 0
"2918" 2918 24 19 6 13 0.6592368 0
"2919" 2919 25 19 6 13 0.04330677 0
"2920" 2920 26 19 6 13 0.02788194 0
"2921" 2921 39 19 6 2 0.7998919 0
"2922" 2922 40 19 6 2 0.7458642 0
"2923" 2923 41 19 6 2 0.04439181 0
"2924" 2924 42 19 6 2 0.4363566 0
"2925" 2925 43 19 6 2 0.1447655 0
"2926" 2926 44 19 6 2 0.06705088 0
"2927" 2927 20 20 6 13 0.9201943 0
"2928" 2928 21 20 6 13 0.1574851 0
"2929" 2929 22 20 6 13 0.6259562 0
"2930" 2930 23 20 6 13 0.9383135 0
"2931" 2931 24 20 6 13 0.1312022 0
"2932" 2932 25 20 6 13 0.2368074 0
"2933" 2933 39 20 6 2 0.2276926 0
"2934" 2934 40 20 6 2 0.003724355 1
"2935" 2935 41 20 6 2 0.002470547 1
"2936" 2936 42 20 6 2 0.4901781 0
"2937" 2937 43 20 6 2 0.2674533 0
"2938" 2938 44 20 6 2 0.00315846 1
"2939" 2939 19 21 6 13 0.1006057 0
"2940" 2940 20 21 6 13 0.004381321 1
"2941" 2941 21 21 6 13 0.5691783 0
"2942" 2942 22 21 6 13 0.351488 0
"2943" 2943 23 21 6 13 0.1346592 0
"2944" 2944 24 21 6 13 0.1951637 0
"2945" 2945 39 21 6 2 0.3912071 0
"2946" 2946 40 21 6 2 0.009473393 0
"2947" 2947 41 21 6 2 0.7764762 0
"2948" 2948 42 21 6 2 0.01324764 0
"2949" 2949 43 21 6 2 0.9102516 0
"2950" 2950 44 21 6 2 0.3372621 0
"2951" 2951 45 21 6 2 0.8336433 0
"2952" 2952 18 22 6 13 0.4742659 0
"2953" 2953 19 22 6 13 0.848921 0
"2954" 2954 20 22 6 13 0.5666829 0
"2955" 2955 21 22 6 13 0.00113907 1
"2956" 2956 22 22 6 13 0.03718211 0
"2957" 2957 23 22 6 13 0.5064238 0
"2958" 2958 39 22 6 2 0.4946361 0
"2959" 2959 40 22 6 2 0.9447017 0
"2960" 2960 41 22 6 2 0.3198867 0
"2961" 2961 42 22 6 2 0.003717091 1
"2962" 2962 43 22 6 2 0.02000852 0
"2963" 2963 44 22 6 2 0.6240247 0
"2964" 2964 45 22 6 2 0.7900376 0
"2965" 2965 46 22 6 2 0.0004727537 1
"2966" 2966 18 23 6 13 0.917801 0
"2967" 2967 19 23 6 13 0.6279611 0
"2968" 2968 20 23 6 13 0.02656324 0
"2969" 2969 21 23 6 13 0.634842 0
"2970" 2970 22 23 6 13 0.4604472 0
"2971" 2971 23 23 6 13 0.8777418 0
"2972" 2972 39 23 6 2 0.9360773 0
"2973" 2973 40 23 6 2 0.1204032 0
"2974" 2974 41 23 6 2 0.5208183 0
"2975" 2975 42 23 6 2 0.4151184 0
"2976" 2976 43 23 6 2 0.3137068 0
"2977" 2977 44 23 6 2 0.1443079 0
"2978" 2978 45 23 6 2 0.6936496 0
"2979" 2979 46 23 6 2 0.5200313 0
"2980" 2980 47 23 6 2 0.9223019 0
"2981" 2981 17 24 6 18 0.9234935 0
"2982" 2982 18 24 6 18 0.1530385 0
"2983" 2983 19 24 6 18 0.06061289 0
"2984" 2984 20 24 6 18 0.02436349 0
"2985" 2985 21 24 6 18 0.1349574 0
"2986" 2986 22 24 6 18 0.1970662 0
"2987" 2987 23 24 6 18 0.0453294 0
